taxonID	acceptedNameUsageID	parentNameUsageID	scientificName	scientificNameAuthorship	kingdom	phylum	class	order	superfamily	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	taxonomicStatus	modified	namePublishedIn	scientificNameID	verbatimTaxonRank	taxonRemarks	higherClassification
202423			Animalia												kingdom	valid	1999-10-27		202423			
914154		202423	Bilateria		Animalia										subkingdom	valid	2017-06-28		914154			Animalia
914156		914154	Deuterostomia		Animalia										infrakingdom	valid	2013-11-04		914156			Animalia|Bilateria
158852		914156	Chordata		Animalia										phylum	valid	2013-11-04		158852			Animalia|Bilateria|Deuterostomia
331030		158852	Vertebrata		Animalia	Chordata									subphylum	valid	2013-11-04		331030			Animalia|Bilateria|Deuterostomia|Chordata
550210	331030		Caudiverbera Laurenti, 1768	Laurenti, 1768	Animalia	Chordata									genus	synonym	2009-09-01		550210		David Nicolson - ITIS Data Development Coordinator: Myers & Stothers (2006) assert that the type species of Caudiverbera Laurenti 1768 is mythical, 'belonging neither to the Amphibia nor Reptilia.' There appears to be nowhere particularly useful to attach this name in ITIS, other than Vertebrata. About all that can be said of it is that it is a quadriped	Animalia|Bilateria|Deuterostomia|Chordata
914177	331030		Craniata		Animalia	Chordata									subphylum	heterotypicSynonym	2013-11-04		914177			Animalia|Bilateria|Deuterostomia|Chordata
914179		331030	Gnathostomata		Animalia	Chordata									infraphylum	valid	2017-03-30		914179			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata
159783	914179		Gnathostomata		Animalia	Chordata									superclass	synonym	2013-11-04		159783		David Nicolson - ITIS Data Development Coordinator: Ruggiero et al. (2013) treat the gnathostomes as a vertebrate infraphylum rather than as a superclass	Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata
161030	914179		Osteichthyes		Animalia	Chordata									superclass	synonym	2017-03-30		161030		David Nicolson - ITIS Data Development Coordinator: Superclass Osteichthyes was formerly used for classes Sarcopterygii and Actinopterygii. Those two are now elevated as superclasses, and Osteichthyes is not used in this classification (Ruggiero et al., 2015), although it is still used by some sources for the group containing Sarcopterygii & Actinopterygii, in contrast to the fossil group Acanthodii	Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata
914181		914179	Tetrapoda		Animalia	Chordata									superclass	valid	2013-11-04		914181			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata
179913		914181	Mammalia Linnaeus, 1758	Linnaeus, 1758	Animalia	Chordata									class	valid	2014-12-22		179913			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda
179916		179913	Theria Parker and Haswell, 1897	Parker and Haswell, 1897	Animalia	Chordata	Mammalia								subclass	valid	2014-12-22		179916			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia
179925		179916	Eutheria Gill, 1872	Gill, 1872	Animalia	Chordata	Mammalia								infraclass	valid	2015-04-30		179925		David Nicolson - ITIS Data Development Coordinator: Mammal infraclass Eutheria Gill, 1872 (TSN 179925) is 'pseudohomonym' of (same kingdom but rank not covered by Nomenclatural Code, same name as) beetle genus Eutheria Spaeth, 1909 (TSN 837961)	Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria
180089		179925	Primates Linnaeus, 1758	Linnaeus, 1758	Animalia	Chordata	Mammalia								order	valid	2021-03-29		180089		Wilson & Reeder, eds. (2005): Comments:  Fully reviewed by Groves (2001c), whose arrangement is followed here, with the addition of some subsequently described species. McKenna and Bell (1997) placed all living Primates in a suborder Euprimates, and reduced Strepsirrhini and Haplorrhini to infraorders; they regarded the Dermoptera as a second suborder of Primates. If Dermoptera are retained as a separate order, as in this volume, the need for Euprimates (in a classification of living taxa) disappears and Strepsirrhini and Haplorrh...	Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria
943773		180089	Haplorrhini Pocock, 1918	Pocock, 1918	Animalia	Chordata	Mammalia	Primates							suborder	valid	2021-03-29		943773		Wilson & Reeder, eds. (2005): Comments:  Recognised as an infraorder by McKenna and Bell (1997; see comments above, under Strepsirrhini); Tarsiiformes and Anthropoidea were regarded as Parvorders	Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates
943774		180089	Strepsirrhini É. Geoffroy Saint-Hilaire, 1812	É. Geoffroy Saint-Hilaire, 1812	Animalia	Chordata	Mammalia	Primates							suborder	valid	2021-03-29		943774		Wilson & Reeder, eds. (2005): Comments:  McKenna and Bell (1997) divide the Strepsirrhini into superfamilies Daubentonioidea, Lemuroidea, Loroidea (including Cheirogaleidae) and Indroidea. Evidence that Cheirogaleidae is not related to lorises, and that Indriidae is sister-group to Lemuridae, is given by Groves (2001c)	Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates
943775		943774	Chiromyiformes Anthony and Coupin, 1931	Anthony and Coupin, 1931	Animalia	Chordata	Mammalia	Primates							infraorder	valid	2021-03-29		943775		Wilson & Reeder, eds. (2005): Comments:  Retained as an infraorder (i.e. of equal status to Lemuriformes and Lorisiformes) by Groves (1989:65, 74-78; 2001c), because it does not certainly form a clade with other Malagasy taxa	Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini
943776		943774	Lemuriformes Gray, 1821	Gray, 1821	Animalia	Chordata	Mammalia	Primates							infraorder	valid	2021-03-29		943776		Wilson & Reeder, eds. (2005): Comments:  All Malagasy lemur families, with the possible exception of Daubentoniidae, form a monophyletic clade (reviewed in Groves, 2001c). As the families within this clade themselves fall into two groups, it is convenient to recognize infraorders as well as superfamilies	Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini
943777		943774	Lorisiformes Gregory, 1915	Gregory, 1915	Animalia	Chordata	Mammalia	Primates							infraorder	valid	2021-03-29		943777			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini
943778		943773	Simiiformes Haeckel, 1866	Haeckel, 1866	Animalia	Chordata	Mammalia	Primates							infraorder	valid	2021-03-29		943778		Wilson & Reeder, eds. (2005): Comments:  Usually called Anthropoidea; for the potential confusion surrounding this name, and why it is best avoided, see Hoffstetter (1982). McKenna and Bell (1997) divided living members into two superfamilies, Callitrichoidea and Cercopithecoidea (including what are usually separated as Hominoidea), corresponding to parvorders Platyrrhini and Catarrhini recognized herein (where Platyrrhini includes New World taxa in families Cebidae, Aotidae, Pitheciidae, and Atelidae; and Catarrhini includes Old ...	Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Haplorrhini
943779		943773	Tarsiiformes Gregory, 1915	Gregory, 1915	Animalia	Chordata	Mammalia	Primates							infraorder	valid	2021-03-29		943779		Wilson & Reeder, eds. (2005): Comments:  Almost invariably placed in a group with Simiiformes (=Anthropoidea), but according to Murphy et al. (2001c), may be closer to Strepsirrhini	Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Haplorrhini
943780		943776	Cheirogaleoidea Gray, 1873	Gray, 1873	Animalia	Chordata	Mammalia	Primates							superfamily	valid	2021-03-29		943780			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes
943781		943776	Lemuroidea Gray, 1821	Gray, 1821	Animalia	Chordata	Mammalia	Primates							superfamily	valid	2021-03-29		943781		Wilson & Reeder, eds. (2005): Comments:  Includes Indridae (Groves, 2001c)	Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes
943782		943778	Hominoidea Gray, 1825	Gray, 1825	Animalia	Chordata	Mammalia	Primates							superfamily	valid	2021-03-29		943782			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Haplorrhini|Simiiformes
943783		943778	Cercopithecoidea Gray, 1821	Gray, 1821	Animalia	Chordata	Mammalia	Primates							superfamily	valid	2021-03-29		943783			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Haplorrhini|Simiiformes
943784		943778	Aotidae Elliot, 1913	Elliot, 1913	Animalia	Chordata	Mammalia	Primates							family	valid	2021-03-29		943784		Wilson & Reeder, eds. (2005): Comments:  Groves (1989) first suggested that this is a full family and used the name Aotidae Poche, 1908; Groves (2001c) pointed out that Nyctipithecidae Gray, 1870 has precedence, but overlooked the fact that Simpson (1945) had already replaced Nyctipithecinae by Aotinae (Brandon-Jones and Groves, 2002). Goodman et al. (1998) placed it as a third subfamily of Cebidae (with Cebinae and Callitrichinae), and McKenna and Bell (1997) placed Aotus, Cebus and Saimiri as three equal genera in their tribe Ce...	Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Haplorrhini|Simiiformes
572779	943784		Aotinae Poche, 1908	Poche, 1908	Animalia	Chordata	Mammalia	Primates							subfamily	synonym	2014-06-26		572779		Wilson & Reeder, eds. (2005): Comments:  Groves (1989) first suggested that this is a full family and used the name Aotidae Poche, 1908; Groves (2001c) pointed out that Nyctipithecidae Gray, 1870 has precedence, but overlooked the fact that Simpson (1945) had already replaced Nyctipithecinae by Aotinae (Brandon-Jones and Groves, 2002)	Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Haplorrhini|Simiiformes
943785		943778	Atelidae Gray, 1825	Gray, 1825	Animalia	Chordata	Mammalia	Primates							family	valid	2021-03-29		943785			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Haplorrhini|Simiiformes
943786	572770		Cheiromyidae I. Geoffroy Saint-Hilaire, 1851	I. Geoffroy Saint-Hilaire, 1851	Animalia	Chordata	Mammalia	Primates							family	synonym	2014-06-26		943786			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Chiromyiformes
943787	572770		Chiromyidae Bonaparte, 1850	Bonaparte, 1850	Animalia	Chordata	Mammalia	Primates							family	synonym	2014-06-26		943787			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Chiromyiformes
943788		943777	Galagidae Gray, 1825	Gray, 1825	Animalia	Chordata	Mammalia	Primates							family	valid	2021-03-29		943788		Wilson & Reeder, eds. (2005): Comments:  Formerly considered a subfamily of Lorisidae; see Hill and Meester (1977:2) and Jenkins (1987:85). The correct form of the name is Galagonidae (see Jenkins, 1987:1), but Galagidae was conserved by Opinion 1995 of the International Commission on Zoological Nomenclature (2002a)	Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lorisiformes
572772	943788		Galagonidae Gray, 1825	Gray, 1825	Animalia	Chordata	Mammalia	Primates							family	synonym	2014-06-26		572772		Wilson & Reeder, eds. (2005): The correct form of the name is Galagonidae (see Jenkins, 1987:1), but Galagidae was conserved by Opinion 1995 of the International Commission on Zoological Nomenclature (2002a)	Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lorisiformes
943789		943781	Indriidae Burnett, 1828	Burnett, 1828	Animalia	Chordata	Mammalia	Primates	Lemuroidea						family	valid	2021-03-29		943789		Wilson & Reeder, eds. (2005): Comments:  Reviewed by Groves (2001c). Properly Indridae (see Jenkins,1987:43), but Indriidae was conserved as the correct spelling by Opinion 1995 of the International Commission on Zoological Nomenclature (2002a). The Indriid clade includes two recently-extinct families or subfamilies, Archaeolemuridae and Palaeopropithecidae (McKenna and Bell, 1997)	Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea
572769	943789		Indridae Burnett, 1828	Burnett, 1828	Animalia	Chordata	Mammalia	Primates	Lemuroidea						family	synonym	2014-06-26		572769		Wilson & Reeder, eds. (2005): Comments:  Reviewed by Groves (2001c). Properly Indridae (see Jenkins,1987:43), but Indriidae was conserved as the correct spelling by Opinion 1995 of the International Commission on Zoological Nomenclature (2002a)	Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea
943790		943781	Lepilemuridae Gray, 1870	Gray, 1870	Animalia	Chordata	Mammalia	Primates	Lemuroidea						family	valid	2021-03-29		943790		Wilson & Reeder, eds. (2005): Comments:  Includes many extinct (subfossil) genera, as well as Lepilemur, according to Schwartz and Tattersall (1985:20) and Groves (1989:92). Called Megaladapidae by Groves (1993, 2001c), but Lepilemuridae takes precedence. Considered a subfamily (Lepilemurinae) of Lemuridae by McKenna and Bell (1997), but it is not clearly more related to Lemuridae than to Indriidae	Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea
572768	943790		Megaladapidae Major, 1893	Major, 1893	Animalia	Chordata	Mammalia	Primates	Lemuroidea						family	heterotypicSynonym	2014-06-26		572768			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea
943791		943777	Lorisidae Gray, 1821	Gray, 1821	Animalia	Chordata	Mammalia	Primates							family	valid	2021-05-25		943791		Wilson & Reeder, eds. (2005): Comments:  The original form of the name was Loridae (see Jenkins [1987:1] and McKenna and Bell [1997]), but the more commonly used form Lorisidae was conserved by Opinion 1995 of the International Commission on Zoological Nomenclature (2002a). Goodman et al. (1998) recognized two subfamilies, Lorinae and Perodicticinae, for the Asian and African genera respectively, and included Galagoninae as a third subfamily. McKenna and Bell (1997) included Galagoninae and Lorinae as subfamilies, with Lorini (Arc...	Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lorisiformes
572771	943791		Loridae Gray, 1821	Gray, 1821	Animalia	Chordata	Mammalia	Primates							family	synonym	2021-05-25		572771		Wilson & Reeder, eds. (2005): Comments:  The original form of the name was Loridae (see Jenkins [1987:1] and McKenna and Bell [1997]), but the more commonly used form Lorisidae was conserved by Opinion 1995 of the International Commission on Zoological Nomenclature (2002a)	Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lorisiformes
943792	180090		Pongidae Elliot, 1913	Elliot, 1913	Animalia	Chordata	Mammalia	Primates	Hominoidea						family	heterotypicSynonym	2014-06-26		943792			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Haplorrhini|Simiiformes|Hominoidea
943793	552351		Macacidae Owen, 1843	Owen, 1843	Animalia	Chordata	Mammalia	Primates	Cercopithecoidea	Cercopithecidae					family	heterotypicSynonym	2021-05-25		943793			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Haplorrhini|Simiiformes|Cercopithecoidea|Cercopithecidae
943795	552351		Cynopithecinae Osman Hill, 1966	Osman Hill, 1966	Animalia	Chordata	Mammalia	Primates	Cercopithecoidea	Cercopithecidae					subfamily	heterotypicSynonym	2021-05-25		943795			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Haplorrhini|Simiiformes|Cercopithecoidea|Cercopithecidae
943797	552351		Papinae Chiarelli, 1966	Chiarelli, 1966	Animalia	Chordata	Mammalia	Primates	Cercopithecoidea	Cercopithecidae					subfamily	heterotypicSynonym	2021-05-25		943797		David Nicolson - ITIS Data Development Coordinator: Chiarelli (1966) proposed Papinae subfam. nov. in Cercopithecidae for Macaca, Papio, Theropithecus and Cercocebus. The name was already established at all family group name levels as Papioninae by Burnett (1828), so Chiarelli's name is an objective homonym of the earlier name	Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Haplorrhini|Simiiformes|Cercopithecoidea|Cercopithecidae
943798	552351		Papioninae Burnett, 1828	Burnett, 1828	Animalia	Chordata	Mammalia	Primates	Cercopithecoidea	Cercopithecidae					subfamily	heterotypicSynonym	2021-05-25		943798			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Haplorrhini|Simiiformes|Cercopithecoidea|Cercopithecidae
943794	943800		Chrysotrichinae Cabrera, 1900	Cabrera, 1900	Animalia	Chordata	Mammalia	Primates		Cebidae					subfamily	heterotypicSynonym	2014-06-26		943794			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Haplorrhini|Simiiformes|Cebidae
943796	572778		Mycetinae Gray, 1825	Gray, 1825	Animalia	Chordata	Mammalia	Primates		Atelidae					subfamily	synonym	2014-06-26		943796		S.N. Alexander, ITIS Data Development Specialist: ICZN Art. 40.2.1 states 'if... a family-group name was replaced before 1961 because of the synonymy of the type genus, the substitute name is to be maintained if it is in prevailing usage'; thus, Alouattinae Trouessart, 1897, is not to be replaced by Mycentinae Gray, 1825; additionally, Alouattinae gains priority of the replaced name, namely 1825	Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Haplorrhini|Simiiformes|Atelidae
943799	572783		Presbytinae Gray, 1825	Gray, 1825	Animalia	Chordata	Mammalia	Primates	Cercopithecoidea	Cercopithecidae					subfamily	synonym	2021-05-25		943799		David Nicolson - ITIS Data Development Coordinator: ICZN Opinion 1202 (1982:91-94) gives priority to Colobinae Jerdon 1867 over Presbytinae Gray 1825 whenever they are applied to the same family group taxon; Brandon-Jones (1978:69-70) further notes that Colobinae Jerdon 1867 is to be retained over Semnopithecidae Owen 1843 on the basis of ICZN Article 40. As noted by the parenthetical '(1825)' after Colobinae Jerdon 1867, this name has official priority of the earlier 'replaced' name, from 1825	Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Haplorrhini|Simiiformes|Cercopithecoidea|Cercopithecidae
943801	572783		Semnopithecinae Owen, 1843	Owen, 1843	Animalia	Chordata	Mammalia	Primates	Cercopithecoidea	Cercopithecidae					subfamily	heterotypicSynonym	2021-05-25		943801		David Nicolson - ITIS Data Development Coordinator: ICZN Opinion 1202 (1982:91-94) gives priority to Colobinae Jerdon 1867 over Presbytinae Gray 1825 whenever they are applied to the same family group taxon; Brandon-Jones (1978:69-70) further notes that Colobinae Jerdon 1867 is to be retained over Semnopithecidae Owen 1843 on the basis of ICZN Article 40. As noted by the parenthetical '(1825)' after Colobinae Jerdon 1867, this name has official priority of the earlier 'replaced' name, from 1825	Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Haplorrhini|Simiiformes|Cercopithecoidea|Cercopithecidae
943800		180093	Saimiriinae Miller, 1812	Miller, 1812	Animalia	Chordata	Mammalia	Primates		Cebidae					subfamily	valid	2021-03-29		943800		Wilson & Reeder, eds. (2005): Comments:  Goodman et al. (1998) reduced the subfamily to a tribe of Cebinae. Groves (2001c) pointed out that the name is antedated by Chrysotrichinae Cabrera, 1900, and Brandon-Jones and Groves (2002) agreed, but considered that it would be preferable not to upset 'prevailing usage' (Art. 40.2.1; International Code of Zoological Nomenclature, 1999)	Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Haplorrhini|Simiiformes|Cebidae
943802		943791	Perodicticinae Gray, 1870	Gray, 1870	Animalia	Chordata	Mammalia	Primates		Lorisidae					subfamily	valid	2021-03-29		943802			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lorisiformes|Lorisidae
943803		943791	Lorisinae Gray, 1821	Gray, 1821	Animalia	Chordata	Mammalia	Primates		Lorisidae					subfamily	valid	2021-03-29		943803			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lorisiformes|Lorisidae
943804		180090	Ponginae Elliot, 1913	Elliot, 1913	Animalia	Chordata	Mammalia	Primates	Hominoidea	Hominidae					subfamily	valid	2021-03-29		943804			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Haplorrhini|Simiiformes|Hominoidea|Hominidae
943805		180090	Homininae Gray, 1825	Gray, 1825	Animalia	Chordata	Mammalia	Primates	Hominoidea	Hominidae					subfamily	valid	2021-03-29		943805			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Haplorrhini|Simiiformes|Hominoidea|Hominidae
943806	572774		Callitrichinae Gray, 1821	Gray, 1821	Animalia	Chordata	Mammalia	Primates							subfamily	homotypicSynonym	2021-03-29		943806			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Haplorrhini|Simiiformes
943807	943809		Cercocebini Jolly, 1966	Jolly, 1966	Animalia	Chordata	Mammalia	Primates	Cercopithecoidea	Cercopithecidae					tribe	heterotypicSynonym	2021-03-29		943807			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Haplorrhini|Simiiformes|Cercopithecoidea|Cercopithecidae|Cercopithecinae
943808	943809		Theropithecini Jolly, 1966	Jolly, 1966	Animalia	Chordata	Mammalia	Primates	Cercopithecoidea	Cercopithecidae					tribe	heterotypicSynonym	2021-03-29		943808			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Haplorrhini|Simiiformes|Cercopithecoidea|Cercopithecidae|Cercopithecinae
943809		552351	Papionini		Animalia	Chordata	Mammalia	Primates	Cercopithecoidea	Cercopithecidae					tribe	valid	2021-03-29		943809			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Haplorrhini|Simiiformes|Cercopithecoidea|Cercopithecidae|Cercopithecinae
943810		552351	Cercopithecini		Animalia	Chordata	Mammalia	Primates	Cercopithecoidea	Cercopithecidae					tribe	valid	2021-03-29		943810			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Haplorrhini|Simiiformes|Cercopithecoidea|Cercopithecidae|Cercopithecinae
943811		572783	Colobini Jerdon, 1867	Jerdon, 1867	Animalia	Chordata	Mammalia	Primates	Cercopithecoidea	Cercopithecidae					tribe	valid	2021-03-29		943811			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Haplorrhini|Simiiformes|Cercopithecoidea|Cercopithecidae|Colobinae
943812		572783	Presbytini Gray, 1825	Gray, 1825	Animalia	Chordata	Mammalia	Primates	Cercopithecoidea	Cercopithecidae					tribe	valid	2021-03-29		943812			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Haplorrhini|Simiiformes|Cercopithecoidea|Cercopithecidae|Colobinae
943813	180091		Africanthropus Weinert, 1938	Weinert, 1938	Animalia	Chordata	Mammalia	Primates	Hominoidea	Hominidae	Homo				genus	heterotypicSynonym	2021-03-29		943813			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Haplorrhini|Simiiformes|Hominoidea|Hominidae|Homininae
943819	180091		Anthropus Boyd Dawkins, 1926	Boyd Dawkins, 1926	Animalia	Chordata	Mammalia	Primates	Hominoidea	Hominidae	Homo				genus	heterotypicSynonym	2021-03-29		943819			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Haplorrhini|Simiiformes|Hominoidea|Hominidae|Homininae
943820	180091		Archanthropus Arldt, 1915	Arldt, 1915	Animalia	Chordata	Mammalia	Primates	Hominoidea	Hominidae	Homo				genus	heterotypicSynonym	2021-03-29		943820			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Haplorrhini|Simiiformes|Hominoidea|Hominidae|Homininae
943821	180091		Atlanthropus Arambourg, 1954	Arambourg, 1954	Animalia	Chordata	Mammalia	Primates	Hominoidea	Hominidae	Homo				genus	heterotypicSynonym	2021-03-29		943821			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Haplorrhini|Simiiformes|Hominoidea|Hominidae|Homininae
943849	180091		Cyphanthropus Pycraft, 1928	Pycraft, 1928	Animalia	Chordata	Mammalia	Primates	Hominoidea	Hominidae	Homo				genus	heterotypicSynonym	2021-03-29		943849			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Haplorrhini|Simiiformes|Hominoidea|Hominidae|Homininae
943857	180091		Europanthropus Wüst, 1950	Wüst, 1950	Animalia	Chordata	Mammalia	Primates	Hominoidea	Hominidae	Homo				genus	heterotypicSynonym	2021-03-29		943857			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Haplorrhini|Simiiformes|Hominoidea|Hominidae|Homininae
943878	180091		Javanthropus Oppenoorth, 1932	Oppenoorth, 1932	Animalia	Chordata	Mammalia	Primates	Hominoidea	Hominidae	Homo				genus	heterotypicSynonym	2021-03-29		943878			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Haplorrhini|Simiiformes|Hominoidea|Hominidae|Homininae
